Region;Units Sold
Asia;9226
Europe;9461
Sub-Saharan Africa;7362
Asia;8248
Europe;9466
Australia and Oceania;5398
Sub-Saharan Africa;2453
Sub-Saharan Africa;4074
Asia;5735
Sub-Saharan Africa;9941
Central America and the Caribbean;1227
Central America and the Caribbean;1162
Sub-Saharan Africa;3344
Central America and the Caribbean;8402
Europe;8998
Sub-Saharan Africa;4825
Central America and the Caribbean;7605
Central America and the Caribbean;6095
Sub-Saharan Africa;1079
Middle East and North Africa;375
Middle East and North Africa;3832
Europe;8330
Sub-Saharan Africa;2780
Sub-Saharan Africa;3125
Sub-Saharan Africa;7337
Asia;422
Europe;9416
Europe;8387
Asia;3432
Europe;7683
Central America and the Caribbean;6299
Sub-Saharan Africa;1474
Asia;7430
Europe;5424
Sub-Saharan Africa;8740
Asia;7697
Europe;4644
Sub-Saharan Africa;8959
Sub-Saharan Africa;2054
Europe;2371
North America;385
Sub-Saharan Africa;3599
Europe;1551
Sub-Saharan Africa;807
Sub-Saharan Africa;9966
Asia;4658
Europe;2545
Middle East and North Africa;8318
Europe;8700
Sub-Saharan Africa;7448
Middle East and North Africa;348
Sub-Saharan Africa;215
Middle East and North Africa;1900
Europe;7282
Asia;272
Asia;1813
Middle East and North Africa;4878
Middle East and North Africa;9472
Central America and the Caribbean;7631
Middle East and North Africa;8422
Sub-Saharan Africa;2945
Sub-Saharan Africa;9329
Australia and Oceania;7736
Sub-Saharan Africa;5357
Sub-Saharan Africa;1416
Central America and the Caribbean;2168
Sub-Saharan Africa;5900
Europe;7928
Europe;5602
Sub-Saharan Africa;3301
Middle East and North Africa;7436
Asia;1450
Sub-Saharan Africa;816
Asia;8039
Australia and Oceania;7656
Europe;1233
Europe;2370
Sub-Saharan Africa;1696
Middle East and North Africa;1872
Sub-Saharan Africa;2591
Asia;5577
Asia;9584
Europe;5398
Sub-Saharan Africa;837
Sub-Saharan Africa;5749
Europe;7015
Asia;3545
Europe;1282
Middle East and North Africa;8199
Central America and the Caribbean;9302
Europe;1626
Europe;9239
Central America and the Caribbean;8240
Central America and the Caribbean;1758
Asia;4954
Asia;21
Europe;1183
Asia;9694
Europe;8841
Sub-Saharan Africa;8940
Sub-Saharan Africa;2342
Middle East and North Africa;8424
Central America and the Caribbean;8599
Asia;1309
Central America and the Caribbean;7028
Central America and the Caribbean;3260
Europe;9542
Middle East and North Africa;2441
Asia;555
Central America and the Caribbean;9515
Sub-Saharan Africa;6981
Sub-Saharan Africa;7646
Europe;8234
Central America and the Caribbean;2500
Europe;6229
Sub-Saharan Africa;2239
Europe;5379
Asia;7529
Sub-Saharan Africa;2599
Asia;1532
Asia;7302
Middle East and North Africa;9914
Middle East and North Africa;1403
Sub-Saharan Africa;837
Australia and Oceania;9315
Sub-Saharan Africa;4967
Asia;7953
Central America and the Caribbean;5467
Central America and the Caribbean;6731
Sub-Saharan Africa;8001
Sub-Saharan Africa;7563
Central America and the Caribbean;734
Middle East and North Africa;4863
Sub-Saharan Africa;4329
Sub-Saharan Africa;5544
Europe;1950
Europe;9022
Europe;9263
Europe;7209
Europe;4429
Europe;4521
Sub-Saharan Africa;8115
Asia;7871
Sub-Saharan Africa;3483
Central America and the Caribbean;6673
Europe;6198
Middle East and North Africa;2842
Middle East and North Africa;4423
Central America and the Caribbean;791
Sub-Saharan Africa;8824
Europe;7434
Asia;2564
Central America and the Caribbean;2186
Middle East and North Africa;1307
Sub-Saharan Africa;6961
Central America and the Caribbean;3217
Middle East and North Africa;6172
Asia;8958
Sub-Saharan Africa;6734
Europe;1694
Central America and the Caribbean;8061
Sub-Saharan Africa;7089
Australia and Oceania;2066
Sub-Saharan Africa;3308
Europe;3165
Sub-Saharan Africa;1015
Central America and the Caribbean;8270
Australia and Oceania;3373
Sub-Saharan Africa;6796
Europe;6046
Middle East and North Africa;658
Sub-Saharan Africa;7199
Europe;4269
Europe;7496
Asia;4542
Middle East and North Africa;100
Europe;893
Central America and the Caribbean;677
Sub-Saharan Africa;5236
Sub-Saharan Africa;7389
Central America and the Caribbean;1984
Sub-Saharan Africa;901
Central America and the Caribbean;8051
Middle East and North Africa;4377
Australia and Oceania;2852
Europe;3481
Australia and Oceania;8300
Central America and the Caribbean;6377
Asia;8810
Central America and the Caribbean;3729
Middle East and North Africa;1296
Europe;8702
Europe;5171
Asia;6959
Sub-Saharan Africa;2351
Australia and Oceania;6664
Middle East and North Africa;7248
Australia and Oceania;8482
Middle East and North Africa;6777
Sub-Saharan Africa;5576
Asia;353
Sub-Saharan Africa;3611
Sub-Saharan Africa;9888
Europe;750
Middle East and North Africa;9797
Asia;7658
Australia and Oceania;6995
Sub-Saharan Africa;7499
Middle East and North Africa;895
Australia and Oceania;5937
Asia;3411
Sub-Saharan Africa;1135
Europe;8958
Asia;3759
Central America and the Caribbean;4449
Sub-Saharan Africa;6971
Asia;9299
Sub-Saharan Africa;6436
Australia and Oceania;5421
Sub-Saharan Africa;319
Sub-Saharan Africa;7230
Europe;9283
Europe;1639
Central America and the Caribbean;6492
Australia and Oceania;8063
Europe;7610
Central America and the Caribbean;8417
North America;801
Sub-Saharan Africa;7113
Europe;6730
Sub-Saharan Africa;1066
Sub-Saharan Africa;8561
Asia;9690
Europe;1957
Middle East and North Africa;4899
Middle East and North Africa;5083
Sub-Saharan Africa;1107
Asia;8602
Central America and the Caribbean;5229
Sub-Saharan Africa;5679
Central America and the Caribbean;6677
Central America and the Caribbean;1978
Middle East and North Africa;7368
Asia;5663
Sub-Saharan Africa;1713
Sub-Saharan Africa;7398
Europe;6628
Europe;346
Australia and Oceania;1526
North America;173
Sub-Saharan Africa;8322
Europe;5042
Europe;1430
Central America and the Caribbean;5617
Europe;7764
Middle East and North Africa;5062
Middle East and North Africa;6737
Europe;9042
Asia;264
Europe;5720
Europe;2759
Asia;5760
Sub-Saharan Africa;1135
Europe;2327
Sub-Saharan Africa;4808
Middle East and North Africa;1084
Europe;5691
Europe;196
Middle East and North Africa;8198
Europe;327
Australia and Oceania;9244
Australia and Oceania;4641
Sub-Saharan Africa;8241
Central America and the Caribbean;8801
Asia;7105
Europe;972
Middle East and North Africa;250
Europe;1818
Australia and Oceania;4588
Europe;4503
Central America and the Caribbean;9536
Europe;4691
Middle East and North Africa;7005
Middle East and North Africa;546
Europe;1412
Asia;2733
Middle East and North Africa;9669
Asia;4414
Europe;1191
Europe;1255
Middle East and North Africa;7892
Europe;1419
Europe;4186
Asia;5571
Sub-Saharan Africa;6986
Australia and Oceania;6874
Europe;5708
Europe;993
Europe;2265
Sub-Saharan Africa;6091
Europe;1071
Sub-Saharan Africa;2833
Asia;9040
Europe;4383
Sub-Saharan Africa;5586
Sub-Saharan Africa;6405
Central America and the Caribbean;2624
Middle East and North Africa;7062
Middle East and North Africa;4567
Central America and the Caribbean;7020
Europe;8330
Sub-Saharan Africa;9441
Australia and Oceania;3326
Sub-Saharan Africa;9990
North America;1470
Middle East and North Africa;6832
Europe;7175
Sub-Saharan Africa;630
Sub-Saharan Africa;7356
Asia;4547
Middle East and North Africa;1427
Sub-Saharan Africa;4250
Middle East and North Africa;1302
Sub-Saharan Africa;7900
Europe;1394
Middle East and North Africa;6163
Europe;8619
Sub-Saharan Africa;2203
Central America and the Caribbean;2389
Sub-Saharan Africa;1683
Australia and Oceania;4620
Europe;2768
Middle East and North Africa;9725
Central America and the Caribbean;6121
Asia;4618
Asia;4907
Europe;8713
Middle East and North Africa;4790
Asia;3924
Middle East and North Africa;3934
Asia;4666
Australia and Oceania;3002
Europe;7853
Middle East and North Africa;5160
Middle East and North Africa;2898
Europe;6071
Central America and the Caribbean;1715
Europe;3899
Europe;8719
Central America and the Caribbean;9308
Australia and Oceania;824
Europe;5462
Sub-Saharan Africa;7444
Europe;8025
Australia and Oceania;492
Europe;5162
Asia;4384
Sub-Saharan Africa;7537
Asia;6032
Australia and Oceania;8313
Sub-Saharan Africa;4852
Europe;3154
Europe;2756
Europe;225
Sub-Saharan Africa;4160
Central America and the Caribbean;190
Sub-Saharan Africa;5976
Asia;6212
Asia;7620
Sub-Saharan Africa;3956
Middle East and North Africa;1006
Europe;1586
Central America and the Caribbean;547
Central America and the Caribbean;9766
Europe;3157
Asia;1660
Asia;8251
Asia;2933
Europe;7742
Asia;1747
Sub-Saharan Africa;6045
Sub-Saharan Africa;8767
Asia;74
Asia;7158
Middle East and North Africa;9242
Asia;2583
Europe;5465
Europe;3206
Central America and the Caribbean;3155
Europe;9691
Middle East and North Africa;9227
Europe;5204
Europe;3095
Europe;5406
Central America and the Caribbean;6673
Central America and the Caribbean;8464
Middle East and North Africa;4376
Australia and Oceania;5040
Asia;3116
Europe;8298
Europe;2309
Sub-Saharan Africa;3904
Asia;3869
Asia;20
Asia;2208
Europe;7312
Sub-Saharan Africa;4242
Asia;8942
Sub-Saharan Africa;9385
Asia;575
Asia;9550
Australia and Oceania;376
Asia;9152
Middle East and North Africa;9008
Sub-Saharan Africa;5104
Australia and Oceania;9635
Europe;6822
Middle East and North Africa;7921
Sub-Saharan Africa;6218
North America;2030
Sub-Saharan Africa;7707
Europe;2627
Middle East and North Africa;8203
Asia;2876
Asia;7120
Europe;8440
Central America and the Caribbean;6372
Asia;7484
Europe;373
Central America and the Caribbean;671
Europe;6038
Sub-Saharan Africa;1166
Europe;2779
Middle East and North Africa;4633
Sub-Saharan Africa;2513
Sub-Saharan Africa;9236
Asia;9651
Central America and the Caribbean;5638
Europe;1109
Europe;7005
Europe;6300
Europe;9000
Europe;7139
Asia;9787
Middle East and North Africa;8040
Australia and Oceania;30
Europe;5916
Asia;2893
Middle East and North Africa;182
Central America and the Caribbean;4040
Sub-Saharan Africa;2752
Australia and Oceania;1636
Sub-Saharan Africa;8040
Sub-Saharan Africa;6345
Asia;2960
Asia;1329
Europe;6926
Australia and Oceania;2255
Europe;1852
Sub-Saharan Africa;7285
Europe;2152
Europe;7083
Europe;4740
Central America and the Caribbean;4815
Asia;9031
Sub-Saharan Africa;6143
Middle East and North Africa;6938
Sub-Saharan Africa;9232
Asia;2875
Asia;4746
Europe;3757
Asia;5849
Europe;8997
Asia;8205
North America;510
Europe;9978
Asia;2709
Australia and Oceania;1833
Sub-Saharan Africa;2510
Europe;6932
Australia and Oceania;9324
Europe;941
Sub-Saharan Africa;5068
Sub-Saharan Africa;2023
Central America and the Caribbean;4155
Europe;843
Central America and the Caribbean;3499
Europe;564
Central America and the Caribbean;2513
Sub-Saharan Africa;6851
Sub-Saharan Africa;3113
Sub-Saharan Africa;7867
Asia;9712
Central America and the Caribbean;4277
Asia;9224
Sub-Saharan Africa;9245
Sub-Saharan Africa;1063
Europe;8434
Europe;7144
Middle East and North Africa;10
Sub-Saharan Africa;1880
Sub-Saharan Africa;4635
Europe;2186
Sub-Saharan Africa;5475
Europe;7475
Sub-Saharan Africa;8192
Europe;9662
Asia;951
Central America and the Caribbean;3160
Middle East and North Africa;4417
Australia and Oceania;4884
Middle East and North Africa;1753
Europe;4248
Middle East and North Africa;8623
Middle East and North Africa;3165
Central America and the Caribbean;3192
Middle East and North Africa;6051
Middle East and North Africa;6123
Sub-Saharan Africa;9818
Sub-Saharan Africa;580
Europe;3882
Central America and the Caribbean;2228
Middle East and North Africa;155
Asia;9231
Central America and the Caribbean;3053
Australia and Oceania;2252
Europe;9489
Asia;4456
Asia;8877
Europe;1507
Europe;3132
Sub-Saharan Africa;1569
Asia;6667
Sub-Saharan Africa;5306
Asia;6396
Asia;5881
Europe;1734
Australia and Oceania;8960
Asia;4595
Australia and Oceania;2706
Australia and Oceania;9392
Sub-Saharan Africa;7783
Sub-Saharan Africa;3040
Asia;7355
Central America and the Caribbean;4952
Europe;7086
Central America and the Caribbean;7044
Sub-Saharan Africa;5141
Europe;3728
Europe;2184
Australia and Oceania;1919
Central America and the Caribbean;1377
Asia;1032
Sub-Saharan Africa;8387
Middle East and North Africa;2979
Sub-Saharan Africa;1376
Sub-Saharan Africa;2176
Central America and the Caribbean;1008
Sub-Saharan Africa;5535
Central America and the Caribbean;449
Asia;2472
Sub-Saharan Africa;5361
Asia;4901
Sub-Saharan Africa;3909
Europe;7235
Australia and Oceania;6757
Europe;6388
Europe;7069
Sub-Saharan Africa;1775
Europe;509
Europe;5309
Middle East and North Africa;5241
Asia;1405
Europe;1930
Europe;6977
Europe;3738
Central America and the Caribbean;1438
Sub-Saharan Africa;6331
Sub-Saharan Africa;6703
Europe;7872
North America;7186
Central America and the Caribbean;9026
Sub-Saharan Africa;9802
Central America and the Caribbean;2956
Europe;3963
Europe;5327
Asia;1584
Europe;4302
Sub-Saharan Africa;7079
Europe;546
Sub-Saharan Africa;7363
Europe;7223
Australia and Oceania;1849
Europe;9996
Central America and the Caribbean;2451
Sub-Saharan Africa;7031
Middle East and North Africa;3584
Europe;8990
Sub-Saharan Africa;2161
Asia;9038
Asia;7596
Asia;2840
Sub-Saharan Africa;1804
Central America and the Caribbean;8558
Asia;9199
Central America and the Caribbean;6858
Sub-Saharan Africa;6695
Sub-Saharan Africa;903
Europe;3705
Europe;6357
Central America and the Caribbean;2144
Asia;1384
Europe;6426
Middle East and North Africa;6649
Europe;3465
Sub-Saharan Africa;5316
Sub-Saharan Africa;2675
Middle East and North Africa;3048
Central America and the Caribbean;5970
Central America and the Caribbean;8009
Central America and the Caribbean;7764
Sub-Saharan Africa;865
Central America and the Caribbean;4972
North America;4778
Central America and the Caribbean;7006
Middle East and North Africa;5413
Sub-Saharan Africa;5782
Middle East and North Africa;933
Australia and Oceania;5714
Middle East and North Africa;2004
Sub-Saharan Africa;3715
Asia;1789
Middle East and North Africa;9199
Sub-Saharan Africa;5951
Sub-Saharan Africa;4081
Europe;2656
Sub-Saharan Africa;2775
Sub-Saharan Africa;2567
Asia;2194
Central America and the Caribbean;8848
Sub-Saharan Africa;1753
Europe;7164
Middle East and North Africa;3366
Asia;5678
Australia and Oceania;1447
Asia;5054
Sub-Saharan Africa;2910
Europe;8457
Central America and the Caribbean;7169
Middle East and North Africa;1550
Australia and Oceania;6137
Sub-Saharan Africa;2498
Middle East and North Africa;4231
Middle East and North Africa;1965
Middle East and North Africa;8362
Sub-Saharan Africa;3114
Australia and Oceania;7945
Europe;1610
Sub-Saharan Africa;4895
Sub-Saharan Africa;5617
Europe;3625
Middle East and North Africa;5799
Europe;1050
Middle East and North Africa;5320
Asia;6583
Asia;9844
Europe;2139
Europe;7535
Asia;2132
Europe;9058
Australia and Oceania;3475
Central America and the Caribbean;7575
Asia;5583
Sub-Saharan Africa;8752
Sub-Saharan Africa;369
Europe;752
Europe;2249
Europe;4240
Sub-Saharan Africa;8136
Middle East and North Africa;2379
Europe;7443
Europe;834
Asia;2086
Europe;7768
Europe;6478
Sub-Saharan Africa;3846
Europe;7533
North America;2232
Asia;4665
Sub-Saharan Africa;8589
Sub-Saharan Africa;9789
Sub-Saharan Africa;1083
Sub-Saharan Africa;7318
Europe;376
Asia;4167
Central America and the Caribbean;9633
Central America and the Caribbean;9749
North America;4518
Sub-Saharan Africa;5978
North America;3196
Europe;7270
Europe;6330
Sub-Saharan Africa;537
Sub-Saharan Africa;7083
Asia;5193
Middle East and North Africa;1122
Sub-Saharan Africa;3154
Australia and Oceania;6608
Europe;8833
Sub-Saharan Africa;4207
Sub-Saharan Africa;9143
Europe;7083
Sub-Saharan Africa;3499
Asia;899
Sub-Saharan Africa;3816
Europe;3819
Central America and the Caribbean;4507
Sub-Saharan Africa;6508
Central America and the Caribbean;2486
Europe;2131
Asia;7167
Europe;6349
Middle East and North Africa;464
Australia and Oceania;7329
Sub-Saharan Africa;6792
Asia;5734
Europe;3065
Europe;4727
Australia and Oceania;8695
Middle East and North Africa;9974
Asia;5599
Asia;9638
Middle East and North Africa;8189
Europe;4383
Middle East and North Africa;3380
Europe;7373
Sub-Saharan Africa;585
Asia;4272
Sub-Saharan Africa;1720
Sub-Saharan Africa;3245
Europe;1197
Europe;4956
Europe;5931
Sub-Saharan Africa;2567
Asia;5337
Australia and Oceania;1745
North America;1327
Europe;652
Europe;8317
Asia;9952
Europe;3219
Central America and the Caribbean;2811
Sub-Saharan Africa;5449
Middle East and North Africa;4891
Central America and the Caribbean;6921
Europe;4357
Europe;2048
Sub-Saharan Africa;1873
Europe;7744
Europe;603
Asia;3423
Middle East and North Africa;6211
Asia;1001
Sub-Saharan Africa;6861
Australia and Oceania;4890
Sub-Saharan Africa;3217
Europe;2004
Middle East and North Africa;8444
Europe;1759
Asia;8204
Europe;6067
Sub-Saharan Africa;664
Asia;9343
Europe;6485
Sub-Saharan Africa;8501
Europe;8833
Asia;2955
Asia;3372
Australia and Oceania;4620
Sub-Saharan Africa;8265
Australia and Oceania;7908
Central America and the Caribbean;4177
Asia;9734
Asia;4272
Middle East and North Africa;9513
Europe;4213
Sub-Saharan Africa;9158
Middle East and North Africa;2166
Asia;3084
Sub-Saharan Africa;8793
Middle East and North Africa;8204
Central America and the Caribbean;7259
Asia;3933
Europe;3229
Australia and Oceania;2184
Sub-Saharan Africa;4865
Europe;7371
Europe;2833
Europe;6410
Middle East and North Africa;296
Sub-Saharan Africa;8713
Europe;2918
Australia and Oceania;6195
Middle East and North Africa;8863
Europe;3270
North America;8796
Asia;6852
Middle East and North Africa;5881
Sub-Saharan Africa;6355
Europe;5781
Asia;3693
Central America and the Caribbean;6660
Europe;3280
Europe;9184
Europe;2031
Sub-Saharan Africa;6515
Europe;9358
Sub-Saharan Africa;4317
Europe;7177
Asia;756
Europe;9902
Middle East and North Africa;6495
Sub-Saharan Africa;4446
Asia;4697
Sub-Saharan Africa;223
Australia and Oceania;1028
Europe;9148
Asia;3651
Sub-Saharan Africa;5635
Europe;3230
Middle East and North Africa;6597
Central America and the Caribbean;2929
Australia and Oceania;1449
Australia and Oceania;8412
Middle East and North Africa;2105
Sub-Saharan Africa;7844
Sub-Saharan Africa;2979
Asia;1888
Asia;984
Europe;3709
Europe;5536
Asia;8970
Asia;8548
Europe;5836
Europe;4434
Europe;4971
Central America and the Caribbean;108
Sub-Saharan Africa;9538
Europe;4985
Central America and the Caribbean;5203
Middle East and North Africa;978
Europe;128
Europe;2501
Sub-Saharan Africa;4977
Asia;6469
Sub-Saharan Africa;2916
Asia;2295
Sub-Saharan Africa;9608
Sub-Saharan Africa;1893
Sub-Saharan Africa;3217
Sub-Saharan Africa;9679
Central America and the Caribbean;4408
Sub-Saharan Africa;2565
Middle East and North Africa;6343
Sub-Saharan Africa;9966
Sub-Saharan Africa;4688
Middle East and North Africa;3796
Sub-Saharan Africa;7606
Central America and the Caribbean;8468
Sub-Saharan Africa;5762
Sub-Saharan Africa;898
Sub-Saharan Africa;2319
Sub-Saharan Africa;499
Australia and Oceania;2942
Sub-Saharan Africa;9184
Sub-Saharan Africa;5794
Europe;1369
Sub-Saharan Africa;1540
Europe;3967
Australia and Oceania;3343
Asia;6392
North America;6869
North America;559
Sub-Saharan Africa;280
Europe;881
Sub-Saharan Africa;4242
Middle East and North Africa;4273
Australia and Oceania;1917
Europe;148
Sub-Saharan Africa;8970
Sub-Saharan Africa;420
North America;3566
Europe;9505
Australia and Oceania;6367
Asia;4314
Asia;539
Europe;4264
Sub-Saharan Africa;1745
Asia;1268
Sub-Saharan Africa;8150
Europe;9739
Sub-Saharan Africa;417
Europe;6593
Europe;1710
Sub-Saharan Africa;1242
Asia;7694
Middle East and North Africa;5602
Middle East and North Africa;6533
Asia;4085
Europe;8890
Middle East and North Africa;3607
Europe;7930
Central America and the Caribbean;3581
Sub-Saharan Africa;9317
Sub-Saharan Africa;5922
Sub-Saharan Africa;1214
Sub-Saharan Africa;5043
Sub-Saharan Africa;4287
Asia;7858
Europe;1698
Middle East and North Africa;3782
Asia;9113
Sub-Saharan Africa;4728
Central America and the Caribbean;4695
Asia;5111
Sub-Saharan Africa;9108
Asia;1845
Middle East and North Africa;5516
Sub-Saharan Africa;4344
Middle East and North Africa;9583
Central America and the Caribbean;4521
Europe;9474
Sub-Saharan Africa;6791
Asia;5852
North America;8069
Europe;1882
Central America and the Caribbean;7767
Central America and the Caribbean;3228
Europe;7800
Sub-Saharan Africa;8052
Europe;2583
Middle East and North Africa;7021
Sub-Saharan Africa;9028
Middle East and North Africa;3297
Australia and Oceania;6551
Middle East and North Africa;2545
Central America and the Caribbean;7066
Sub-Saharan Africa;2929
Europe;4985
Europe;5113
Sub-Saharan Africa;7225
Sub-Saharan Africa;2261
Australia and Oceania;3197
Central America and the Caribbean;37
Europe;4818
Asia;6605
Europe;6499
Sub-Saharan Africa;2630
Australia and Oceania;5157
Central America and the Caribbean;1274
Australia and Oceania;204
Sub-Saharan Africa;8203
Sub-Saharan Africa;3556
Australia and Oceania;1580
Asia;9625
Central America and the Caribbean;2070
Central America and the Caribbean;5326
Central America and the Caribbean;2836
Middle East and North Africa;73
Middle East and North Africa;9542
Europe;5780
Sub-Saharan Africa;354
Sub-Saharan Africa;6861
Middle East and North Africa;5934
Sub-Saharan Africa;231
Middle East and North Africa;9446
Australia and Oceania;5303
Asia;6556
Europe;3991
Asia;5426
Europe;709
Australia and Oceania;6721
Asia;2372
Sub-Saharan Africa;3605
Europe;8394
Europe;1743
Sub-Saharan Africa;688
Central America and the Caribbean;9297
Europe;3669
Australia and Oceania;6933
Europe;4250
Middle East and North Africa;7814
Sub-Saharan Africa;1846
Sub-Saharan Africa;7604
Australia and Oceania;8372
Australia and Oceania;4467
Middle East and North Africa;8239
Europe;9068
Europe;8364
Asia;4571
Central America and the Caribbean;8160
Middle East and North Africa;6638
Middle East and North Africa;9541
Middle East and North Africa;3436
Sub-Saharan Africa;6921
Central America and the Caribbean;5627
Sub-Saharan Africa;7215
North America;6376
Sub-Saharan Africa;9835
Asia;1347
Sub-Saharan Africa;6697
Central America and the Caribbean;8704
Europe;2215
Sub-Saharan Africa;9110
Europe;3302
Sub-Saharan Africa;5731
Sub-Saharan Africa;9372
Central America and the Caribbean;4229
Sub-Saharan Africa;2340
North America;2770
Europe;6619
Europe;2017
Sub-Saharan Africa;9125
Middle East and North Africa;5134
Central America and the Caribbean;9270
Australia and Oceania;7786
Sub-Saharan Africa;8969
Asia;8136
Australia and Oceania;2635
Europe;6848
Sub-Saharan Africa;7184
Sub-Saharan Africa;7087
Sub-Saharan Africa;2029
Europe;4516
Sub-Saharan Africa;9084
Sub-Saharan Africa;7300
Europe;2763
Europe;6102
Central America and the Caribbean;9980
Asia;4088
Europe;149
Europe;6920
Australia and Oceania;5185
Europe;2763
Australia and Oceania;9501
Asia;2281
Middle East and North Africa;12
Middle East and North Africa;8638
Sub-Saharan Africa;6131
Sub-Saharan Africa;7497
Sub-Saharan Africa;9773
Sub-Saharan Africa;7025
Australia and Oceania;5351
Middle East and North Africa;7883
Asia;9780
Europe;3236
Asia;2474
Europe;8749
Europe;5347
Central America and the Caribbean;2585
Europe;2813
Sub-Saharan Africa;5409
Middle East and North Africa;1785
Sub-Saharan Africa;384
Central America and the Caribbean;1679
Australia and Oceania;3174
Asia;4407
Europe;1945
Sub-Saharan Africa;4385
Middle East and North Africa;7359
Asia;8526
Australia and Oceania;2580
Sub-Saharan Africa;6244
Australia and Oceania;3274
Australia and Oceania;9454
Central America and the Caribbean;7603
Europe;2569
Central America and the Caribbean;6232
Australia and Oceania;2504
Sub-Saharan Africa;2325
Europe;8672
North America;1547
Europe;2987
Asia;2060
Europe;9864
Middle East and North Africa;4530
Sub-Saharan Africa;6217
Sub-Saharan Africa;2119
Europe;1460
Asia;494
Sub-Saharan Africa;7506
Europe;7816
Sub-Saharan Africa;8771
Europe;4751
Europe;2167
Asia;4462
Europe;7110
Sub-Saharan Africa;2614
Asia;5512
Central America and the Caribbean;7371
Middle East and North Africa;1789
Europe;9396
Europe;2854
Asia;1854
Sub-Saharan Africa;8121
Sub-Saharan Africa;409
Sub-Saharan Africa;9504
Australia and Oceania;3224
Central America and the Caribbean;1418
Europe;965
Europe;776
Sub-Saharan Africa;6795
Asia;6993
Europe;6377
Sub-Saharan Africa;1983
Sub-Saharan Africa;7877
Europe;159
North America;1958
Central America and the Caribbean;8435
North America;1784
Europe;6227
Asia;3019
Sub-Saharan Africa;5447
Europe;3828
Sub-Saharan Africa;511
Europe;4874
Middle East and North Africa;8331
Sub-Saharan Africa;9322
Sub-Saharan Africa;8322
Sub-Saharan Africa;2835
Sub-Saharan Africa;2398
Sub-Saharan Africa;3578
Middle East and North Africa;4974
Sub-Saharan Africa;2215
Europe;2962
Europe;1909
Sub-Saharan Africa;5778
Sub-Saharan Africa;8325
Middle East and North Africa;5336
Central America and the Caribbean;9627
Central America and the Caribbean;6048
Europe;6479
Central America and the Caribbean;4830
Australia and Oceania;2045
Europe;1096
Central America and the Caribbean;1989
Asia;6759
Sub-Saharan Africa;4475
Europe;6234
Asia;167
Asia;6435
North America;2230
Asia;6775
Middle East and North Africa;6326
Sub-Saharan Africa;9169
Central America and the Caribbean;622
Sub-Saharan Africa;8031
Europe;5779
Sub-Saharan Africa;276
Europe;4963
Australia and Oceania;5316
Asia;3838
Europe;5066
Europe;567
Australia and Oceania;3940
Europe;5815
Middle East and North Africa;8853
Asia;2745
Europe;9217
Middle East and North Africa;7023
Europe;6948
Europe;6811
Europe;6460
Central America and the Caribbean;2774
Central America and the Caribbean;4666
Europe;8077
Europe;980
Asia;8382
Asia;7317
Australia and Oceania;1854
Asia;8091
Australia and Oceania;9158
Middle East and North Africa;216
Sub-Saharan Africa;3457
Central America and the Caribbean;3105
Sub-Saharan Africa;415
Europe;8673
Middle East and North Africa;8196
Europe;1334
Sub-Saharan Africa;7465
Middle East and North Africa;8001
Central America and the Caribbean;1385
Sub-Saharan Africa;8090
Central America and the Caribbean;5621
Sub-Saharan Africa;3514
Europe;8337
Central America and the Caribbean;8687
Europe;196
Sub-Saharan Africa;524
Sub-Saharan Africa;4363
Sub-Saharan Africa;8437
Sub-Saharan Africa;6502
Central America and the Caribbean;4342
Sub-Saharan Africa;4776
Sub-Saharan Africa;2653
Asia;9851
Europe;282
Asia;4890
Europe;6646
Sub-Saharan Africa;5556
Sub-Saharan Africa;3657
Europe;15
Europe;5729
Asia;8930
Middle East and North Africa;9777
Europe;5465
Sub-Saharan Africa;5215
Europe;5284
Sub-Saharan Africa;3957
Australia and Oceania;6552
Sub-Saharan Africa;417
Europe;9932
Europe;1509
Sub-Saharan Africa;8589
Central America and the Caribbean;6646
Europe;8186
Australia and Oceania;7744
Europe;6888
Sub-Saharan Africa;9216
Sub-Saharan Africa;5359
Middle East and North Africa;7976
Asia;6762
Sub-Saharan Africa;3439
Sub-Saharan Africa;6762
Europe;7518
Asia;3523
Asia;4627
Sub-Saharan Africa;7709
Australia and Oceania;1680
Asia;2484
Sub-Saharan Africa;8092
Sub-Saharan Africa;3512
Europe;5777
Middle East and North Africa;8957
Sub-Saharan Africa;9149
Europe;9483
Sub-Saharan Africa;5121
Asia;8254
Sub-Saharan Africa;3107
Europe;935
Asia;5023
Asia;5689
Sub-Saharan Africa;5282
Europe;3181
Middle East and North Africa;797
Europe;6574
Asia;984
Europe;1532
Sub-Saharan Africa;7755
Sub-Saharan Africa;6220
Australia and Oceania;5526
Middle East and North Africa;1302
Europe;1210
Europe;9942
Sub-Saharan Africa;4221
Sub-Saharan Africa;7803
Australia and Oceania;6474
Sub-Saharan Africa;3051
Asia;2382
Australia and Oceania;6348
Middle East and North Africa;8859
Europe;859
Europe;5320
Sub-Saharan Africa;2248
Central America and the Caribbean;3679
Middle East and North Africa;8680
Sub-Saharan Africa;8349
Asia;817
Europe;6245
Middle East and North Africa;1825
Sub-Saharan Africa;6781
Sub-Saharan Africa;7367
Asia;1870
Europe;5607
Sub-Saharan Africa;5928
Central America and the Caribbean;7210
Australia and Oceania;5867
Europe;5340
Europe;1102
Sub-Saharan Africa;5660
Europe;3548
Europe;6334
