Region;Units Sold
North America;3349
Middle East and North Africa;4004
Europe;6018
Central America and the Caribbean;332
Australia and Oceania;9920
Asia;4788
Europe;6970
Sub-Saharan Africa;5535
Middle East and North Africa;1582
Central America and the Caribbean;3239
Middle East and North Africa;669
Europe;1064
Europe;3646
Europe;4672
Europe;2427
Sub-Saharan Africa;2229
Europe;1426
Europe;4398
Europe;7557
Europe;4344
Middle East and North Africa;233
Central America and the Caribbean;7730
Europe;1370
Sub-Saharan Africa;2721
Europe;5381
Middle East and North Africa;9981
Asia;9181
Asia;2673
Europe;2182
Europe;6462
Sub-Saharan Africa;6300
Sub-Saharan Africa;9512
Central America and the Caribbean;5948
Sub-Saharan Africa;2487
Sub-Saharan Africa;8041
Europe;8551
Europe;1992
Sub-Saharan Africa;3368
Sub-Saharan Africa;9716
Europe;5102
Middle East and North Africa;5626
Sub-Saharan Africa;4418
Sub-Saharan Africa;6637
Australia and Oceania;4478
Europe;2163
Asia;948
Europe;4118
Central America and the Caribbean;1991
Europe;6916
Middle East and North Africa;8272
Asia;7470
Sub-Saharan Africa;2954
Europe;5196
North America;1701
Asia;2006
Sub-Saharan Africa;2679
Europe;2316
Europe;6550
Asia;3039
Middle East and North Africa;6478
Middle East and North Africa;3590
Europe;8129
Middle East and North Africa;5881
Europe;9665
Europe;4328
Sub-Saharan Africa;1751
Australia and Oceania;5845
Europe;7552
Central America and the Caribbean;9845
Sub-Saharan Africa;2730
Sub-Saharan Africa;8243
Middle East and North Africa;5450
Australia and Oceania;5452
Middle East and North Africa;6377
Asia;8387
Sub-Saharan Africa;8674
Australia and Oceania;6461
Middle East and North Africa;8005
Asia;1590
Sub-Saharan Africa;2534
Asia;8186
Middle East and North Africa;2926
Europe;3165
Europe;2345
Central America and the Caribbean;5939
Sub-Saharan Africa;6454
Central America and the Caribbean;8424
Europe;3417
Asia;5033
Asia;3900
Sub-Saharan Africa;2679
Sub-Saharan Africa;1065
Sub-Saharan Africa;779
Central America and the Caribbean;576
Europe;1244
Asia;599
Asia;8490
Sub-Saharan Africa;1797
Sub-Saharan Africa;9430
Sub-Saharan Africa;7333
North America;3479
Middle East and North Africa;2873
Central America and the Caribbean;2551
Europe;6580
Europe;1059
Australia and Oceania;9118
Asia;5917
Australia and Oceania;3651
Europe;6541
Central America and the Caribbean;5843
Sub-Saharan Africa;4843
Middle East and North Africa;3859
Central America and the Caribbean;5239
Europe;8362
Sub-Saharan Africa;4641
Europe;2517
Europe;2464
Middle East and North Africa;1987
Sub-Saharan Africa;623
Asia;4937
Europe;3530
Sub-Saharan Africa;2031
Middle East and North Africa;8101
Europe;6432
Australia and Oceania;3749
Asia;3805
Middle East and North Africa;2388
Asia;2314
Europe;8433
Middle East and North Africa;2623
Europe;8797
Europe;7896
Europe;2895
Sub-Saharan Africa;3797
Middle East and North Africa;2640
Central America and the Caribbean;8490
Sub-Saharan Africa;2447
Sub-Saharan Africa;2639
Australia and Oceania;9229
Europe;9409
North America;2402
Middle East and North Africa;4463
Australia and Oceania;3878
Sub-Saharan Africa;5965
Sub-Saharan Africa;8072
Asia;4579
Sub-Saharan Africa;1898
Central America and the Caribbean;3471
Asia;4770
Sub-Saharan Africa;8302
Sub-Saharan Africa;8602
Asia;7238
Central America and the Caribbean;7809
Australia and Oceania;943
Europe;9303
Europe;2581
Asia;2500
Sub-Saharan Africa;7815
Australia and Oceania;9313
Europe;4811
Central America and the Caribbean;4157
Australia and Oceania;4231
Sub-Saharan Africa;3945
Middle East and North Africa;9240
Sub-Saharan Africa;8091
North America;5503
Central America and the Caribbean;8510
Europe;1182
Sub-Saharan Africa;9616
Asia;6943
Europe;8323
Asia;5948
Europe;4044
Asia;3863
Asia;8694
Sub-Saharan Africa;8852
Sub-Saharan Africa;6687
Sub-Saharan Africa;1578
Central America and the Caribbean;4937
Asia;5205
Europe;2858
Sub-Saharan Africa;5398
Central America and the Caribbean;2364
Europe;321
Central America and the Caribbean;7869
Europe;637
Europe;6287
Sub-Saharan Africa;9511
Sub-Saharan Africa;7033
Sub-Saharan Africa;2607
Europe;2020
Asia;8088
Europe;5662
Sub-Saharan Africa;6620
Asia;4874
Europe;1366
Asia;9069
Central America and the Caribbean;7989
Sub-Saharan Africa;162
Middle East and North Africa;4655
Sub-Saharan Africa;2567
Central America and the Caribbean;2027
Sub-Saharan Africa;3197
Australia and Oceania;3269
Middle East and North Africa;1467
Europe;4046
Sub-Saharan Africa;9291
Asia;2520
Central America and the Caribbean;1083
Australia and Oceania;9358
Middle East and North Africa;3756
Sub-Saharan Africa;7721
North America;6726
Asia;3276
Asia;1906
Sub-Saharan Africa;4184
Europe;3710
Australia and Oceania;1112
Asia;9052
Europe;7222
Europe;7347
Middle East and North Africa;8180
Central America and the Caribbean;507
Sub-Saharan Africa;2147
Middle East and North Africa;2949
Asia;9790
Australia and Oceania;1584
Sub-Saharan Africa;4272
Asia;5828
Asia;1257
Central America and the Caribbean;7595
Europe;8909
Europe;1298
Europe;7893
Asia;3853
Asia;1371
Central America and the Caribbean;4671
Sub-Saharan Africa;5009
Europe;5669
Europe;6970
Middle East and North Africa;1260
Europe;7919
Europe;8357
Sub-Saharan Africa;1019
Europe;6376
North America;1934
Europe;7230
Central America and the Caribbean;8829
Sub-Saharan Africa;5332
Sub-Saharan Africa;2368
Central America and the Caribbean;7598
Middle East and North Africa;5715
Sub-Saharan Africa;3442
Sub-Saharan Africa;4533
Central America and the Caribbean;4776
Australia and Oceania;6988
Central America and the Caribbean;6016
North America;3742
Sub-Saharan Africa;4076
Europe;7960
Sub-Saharan Africa;8369
Central America and the Caribbean;5306
Europe;809
Sub-Saharan Africa;3945
Sub-Saharan Africa;5812
Europe;4539
Sub-Saharan Africa;290
Central America and the Caribbean;254
Sub-Saharan Africa;3657
Europe;6753
Sub-Saharan Africa;7829
Middle East and North Africa;2201
Europe;7218
Sub-Saharan Africa;7261
Central America and the Caribbean;8740
Middle East and North Africa;5097
Asia;1807
Europe;1374
Europe;8334
Sub-Saharan Africa;4256
Asia;2736
Asia;4406
Sub-Saharan Africa;1926
Europe;4989
Sub-Saharan Africa;5318
Central America and the Caribbean;1669
Europe;4827
Europe;2609
Sub-Saharan Africa;4865
Europe;8475
Middle East and North Africa;2349
Europe;2429
Europe;6690
Europe;137
Sub-Saharan Africa;9805
Europe;9762
Sub-Saharan Africa;6106
Sub-Saharan Africa;1968
Central America and the Caribbean;2508
Europe;9919
Sub-Saharan Africa;8424
Europe;9279
Australia and Oceania;5770
Europe;8213
Central America and the Caribbean;8958
Sub-Saharan Africa;7384
Europe;4903
Sub-Saharan Africa;9957
Central America and the Caribbean;3019
Europe;1595
Europe;5221
Asia;463
Asia;5921
Europe;7225
Australia and Oceania;2035
Sub-Saharan Africa;5044
Sub-Saharan Africa;2976
Sub-Saharan Africa;9585
Sub-Saharan Africa;658
Australia and Oceania;9012
Sub-Saharan Africa;9496
Europe;3989
Europe;6403
Europe;7680
Sub-Saharan Africa;793
Sub-Saharan Africa;5749
Australia and Oceania;4582
Europe;6360
Sub-Saharan Africa;2182
Europe;177
Asia;507
Europe;364
Central America and the Caribbean;8972
Central America and the Caribbean;2586
Sub-Saharan Africa;9492
North America;5006
Europe;6479
Sub-Saharan Africa;8289
Asia;6848
Europe;5598
Sub-Saharan Africa;13
Central America and the Caribbean;2597
Sub-Saharan Africa;7888
Central America and the Caribbean;7452
Australia and Oceania;4887
Middle East and North Africa;825
Sub-Saharan Africa;7925
Europe;5880
Europe;6415
Asia;8283
Asia;2271
Sub-Saharan Africa;6196
North America;9907
North America;284
Europe;6238
Sub-Saharan Africa;3711
Sub-Saharan Africa;678
Asia;2142
Australia and Oceania;5140
Central America and the Caribbean;3739
Europe;4038
Middle East and North Africa;9168
Middle East and North Africa;4288
Central America and the Caribbean;1591
Asia;5302
Asia;6674
Central America and the Caribbean;8995
Asia;2581
Asia;9781
Europe;9975
Europe;4574
Central America and the Caribbean;2020
Sub-Saharan Africa;2788
Middle East and North Africa;4381
Middle East and North Africa;6337
Europe;5222
Europe;9635
Middle East and North Africa;5206
Europe;9596
Middle East and North Africa;7498
Sub-Saharan Africa;5635
Sub-Saharan Africa;7762
Middle East and North Africa;9665
Asia;4161
Asia;6100
Asia;7361
Middle East and North Africa;1855
Central America and the Caribbean;524
Central America and the Caribbean;6343
Sub-Saharan Africa;9316
Sub-Saharan Africa;1479
Asia;1900
Australia and Oceania;1676
Middle East and North Africa;8939
Middle East and North Africa;3850
Asia;3600
Europe;7413
Sub-Saharan Africa;1544
Australia and Oceania;4280
Sub-Saharan Africa;937
Europe;8864
Australia and Oceania;2442
Central America and the Caribbean;8081
Australia and Oceania;9224
Europe;1344
Australia and Oceania;6946
Europe;567
Central America and the Caribbean;3773
Sub-Saharan Africa;163
Europe;368
Sub-Saharan Africa;7049
Europe;9897
Australia and Oceania;636
Central America and the Caribbean;8022
Australia and Oceania;2840
Europe;2908
Europe;8074
Sub-Saharan Africa;5219
Sub-Saharan Africa;3253
Central America and the Caribbean;8118
Middle East and North Africa;7790
Sub-Saharan Africa;7271
Middle East and North Africa;3599
Sub-Saharan Africa;841
Asia;5096
Central America and the Caribbean;9493
Sub-Saharan Africa;9193
Sub-Saharan Africa;6389
Europe;5305
Sub-Saharan Africa;7195
Middle East and North Africa;5345
Australia and Oceania;74
Central America and the Caribbean;3729
Sub-Saharan Africa;5690
Europe;7369
Europe;7208
Australia and Oceania;5681
Asia;292
Middle East and North Africa;578
Australia and Oceania;3105
Sub-Saharan Africa;6473
Sub-Saharan Africa;6312
Sub-Saharan Africa;282
Sub-Saharan Africa;3077
Sub-Saharan Africa;1419
Sub-Saharan Africa;9063
Central America and the Caribbean;1796
Middle East and North Africa;2435
Europe;5829
Australia and Oceania;3858
Australia and Oceania;432
Sub-Saharan Africa;6494
Central America and the Caribbean;5018
Australia and Oceania;6008
Europe;1501
Sub-Saharan Africa;564
Asia;4296
Middle East and North Africa;827
Europe;317
Australia and Oceania;9960
Europe;8978
Asia;3627
Asia;2192
Europe;9992
Europe;4375
Asia;9720
Middle East and North Africa;2439
Europe;5974
Middle East and North Africa;5800
Europe;4419
Sub-Saharan Africa;6370
Central America and the Caribbean;3219
Sub-Saharan Africa;8565
Sub-Saharan Africa;3037
Central America and the Caribbean;9297
Europe;7038
Central America and the Caribbean;7983
Asia;886
Sub-Saharan Africa;6534
Middle East and North Africa;2744
Asia;9366
Europe;3278
Asia;3392
Europe;5650
Sub-Saharan Africa;8027
Europe;5526
Europe;5184
Middle East and North Africa;1069
Sub-Saharan Africa;9278
Asia;2943
Central America and the Caribbean;7223
Middle East and North Africa;4312
Sub-Saharan Africa;8432
Sub-Saharan Africa;840
Sub-Saharan Africa;4821
Sub-Saharan Africa;692
Middle East and North Africa;802
North America;4531
Central America and the Caribbean;3290
North America;5522
Middle East and North Africa;1699
Asia;9328
Europe;7944
Central America and the Caribbean;4114
Europe;6437
Sub-Saharan Africa;543
Europe;4094
Europe;1781
Asia;328
Sub-Saharan Africa;3490
Asia;7053
Europe;3835
Sub-Saharan Africa;8684
Sub-Saharan Africa;3480
Sub-Saharan Africa;2134
Asia;5588
Central America and the Caribbean;6817
Middle East and North Africa;5825
Europe;4648
Sub-Saharan Africa;2354
Europe;41
Europe;5839
Central America and the Caribbean;9910
Sub-Saharan Africa;9445
Middle East and North Africa;3668
Europe;8835
Europe;3230
Sub-Saharan Africa;2173
Central America and the Caribbean;3010
Middle East and North Africa;123
Sub-Saharan Africa;9922
Australia and Oceania;5850
Asia;3380
Australia and Oceania;5018
Europe;5299
Sub-Saharan Africa;5790
Sub-Saharan Africa;91
Australia and Oceania;8831
Sub-Saharan Africa;4671
Central America and the Caribbean;7304
Europe;8454
Sub-Saharan Africa;6875
Sub-Saharan Africa;3353
Australia and Oceania;5706
Asia;3783
Sub-Saharan Africa;4462
Europe;6657
Asia;6308
Europe;1389
Middle East and North Africa;6906
Sub-Saharan Africa;9894
Central America and the Caribbean;4421
Central America and the Caribbean;6586
Sub-Saharan Africa;9518
Europe;8378
Sub-Saharan Africa;5359
Europe;4685
Central America and the Caribbean;7610
Central America and the Caribbean;7421
Sub-Saharan Africa;4435
Sub-Saharan Africa;1000
Middle East and North Africa;6497
Sub-Saharan Africa;2336
Central America and the Caribbean;6960
Central America and the Caribbean;843
Asia;1489
Europe;8435
Middle East and North Africa;8247
Australia and Oceania;9526
North America;7900
Sub-Saharan Africa;1030
Asia;3610
Europe;2362
Australia and Oceania;1041
North America;5435
Sub-Saharan Africa;8359
Asia;4663
Sub-Saharan Africa;6226
Sub-Saharan Africa;6961
Europe;7808
Sub-Saharan Africa;1742
Europe;8767
Middle East and North Africa;921
Central America and the Caribbean;7269
Sub-Saharan Africa;8911
Europe;3977
Australia and Oceania;2627
Sub-Saharan Africa;2055
Middle East and North Africa;1483
Australia and Oceania;7167
Central America and the Caribbean;7393
Europe;7478
Sub-Saharan Africa;4771
Europe;3651
Central America and the Caribbean;531
North America;8851
Sub-Saharan Africa;4086
Europe;8741
Asia;7352
Sub-Saharan Africa;1486
Sub-Saharan Africa;4742
Europe;7750
Sub-Saharan Africa;3170
Sub-Saharan Africa;696
Asia;2051
Europe;5989
Australia and Oceania;3297
Sub-Saharan Africa;1793
Australia and Oceania;1324
Middle East and North Africa;8772
Australia and Oceania;3046
Australia and Oceania;90
Australia and Oceania;7876
Asia;1410
Europe;7729
Australia and Oceania;898
Europe;7018
Europe;9218
Europe;2658
Middle East and North Africa;9532
Sub-Saharan Africa;4063
Central America and the Caribbean;7506
Europe;3147
Australia and Oceania;1303
Central America and the Caribbean;4323
Asia;1587
Asia;4507
Sub-Saharan Africa;1523
Australia and Oceania;3111
Middle East and North Africa;6775
Central America and the Caribbean;2051
Sub-Saharan Africa;5506
North America;5739
Europe;8381
Europe;1091
Sub-Saharan Africa;8563
Central America and the Caribbean;7521
Middle East and North Africa;1718
Asia;6941
Asia;6008
Central America and the Caribbean;3767
Sub-Saharan Africa;2098
Sub-Saharan Africa;4913
Sub-Saharan Africa;3152
Australia and Oceania;9792
Sub-Saharan Africa;4835
Middle East and North Africa;318
Central America and the Caribbean;5309
Asia;906
Central America and the Caribbean;5239
Europe;8470
Sub-Saharan Africa;7790
Europe;2424
Europe;8625
Australia and Oceania;4681
Sub-Saharan Africa;5909
Asia;9657
Sub-Saharan Africa;305
Europe;4264
Middle East and North Africa;4977
Sub-Saharan Africa;7917
Middle East and North Africa;5590
Sub-Saharan Africa;2531
Asia;307
Australia and Oceania;2518
Sub-Saharan Africa;9793
Australia and Oceania;4794
Asia;7212
Sub-Saharan Africa;8772
Middle East and North Africa;8228
Asia;6366
Central America and the Caribbean;1005
Australia and Oceania;1991
Sub-Saharan Africa;6206
Europe;2560
Sub-Saharan Africa;6997
Sub-Saharan Africa;7488
Australia and Oceania;9040
Sub-Saharan Africa;8689
Europe;501
Europe;576
Asia;2043
Middle East and North Africa;63
Sub-Saharan Africa;6830
Europe;6566
Central America and the Caribbean;526
Europe;1997
Asia;1296
Europe;771
Sub-Saharan Africa;9803
Europe;9802
Australia and Oceania;9212
Europe;8505
Europe;5186
Sub-Saharan Africa;8792
Central America and the Caribbean;5890
Middle East and North Africa;5078
Europe;1987
Middle East and North Africa;4278
Sub-Saharan Africa;6642
Australia and Oceania;5805
Europe;5519
Sub-Saharan Africa;1573
Europe;6782
Middle East and North Africa;5996
Asia;1095
Australia and Oceania;5990
Middle East and North Africa;1622
Middle East and North Africa;966
Europe;4027
Middle East and North Africa;2840
Central America and the Caribbean;6474
Europe;6026
Sub-Saharan Africa;9627
Sub-Saharan Africa;7438
Australia and Oceania;6650
Europe;6489
Asia;3208
Europe;5094
Central America and the Caribbean;7464
Europe;7667
Middle East and North Africa;83
Middle East and North Africa;1122
Sub-Saharan Africa;4228
Sub-Saharan Africa;4873
Sub-Saharan Africa;5563
Sub-Saharan Africa;834
Europe;2253
Middle East and North Africa;3419
Europe;4962
Middle East and North Africa;9543
Europe;6854
Sub-Saharan Africa;8619
Asia;3592
Middle East and North Africa;2561
Europe;3341
Asia;5783
Europe;6765
Asia;5200
Sub-Saharan Africa;7029
Europe;225
Australia and Oceania;9795
Europe;2773
Asia;3228
Europe;7258
Sub-Saharan Africa;7993
Middle East and North Africa;593
Europe;7252
Asia;2193
Sub-Saharan Africa;6671
Middle East and North Africa;3972
Europe;4414
Middle East and North Africa;344
Sub-Saharan Africa;1144
Sub-Saharan Africa;8223
Middle East and North Africa;25
Asia;7023
Central America and the Caribbean;6722
Middle East and North Africa;8658
Europe;9398
Australia and Oceania;7542
Europe;8718
Australia and Oceania;589
Central America and the Caribbean;7846
Europe;7214
Sub-Saharan Africa;2446
Europe;9330
Sub-Saharan Africa;682
Sub-Saharan Africa;1351
Middle East and North Africa;3217
Asia;192
Sub-Saharan Africa;3217
Europe;5266
Sub-Saharan Africa;6344
Middle East and North Africa;8488
Sub-Saharan Africa;764
Australia and Oceania;4271
Middle East and North Africa;7140
Europe;9530
Asia;8636
Central America and the Caribbean;3679
Central America and the Caribbean;916
Sub-Saharan Africa;8632
Europe;2145
Sub-Saharan Africa;8803
Central America and the Caribbean;2986
Asia;1105
Sub-Saharan Africa;6603
Sub-Saharan Africa;4954
Central America and the Caribbean;8662
Europe;2263
Sub-Saharan Africa;7324
Europe;7446
Sub-Saharan Africa;3256
Europe;7417
Sub-Saharan Africa;9620
Sub-Saharan Africa;1590
Australia and Oceania;2081
Europe;1880
Europe;8803
Middle East and North Africa;2700
Middle East and North Africa;450
Sub-Saharan Africa;964
Australia and Oceania;186
Europe;6087
Australia and Oceania;3675
Australia and Oceania;9983
Central America and the Caribbean;9081
Europe;7065
Sub-Saharan Africa;7068
Europe;4248
Asia;800
Sub-Saharan Africa;946
Sub-Saharan Africa;5942
Middle East and North Africa;9073
North America;657
Asia;3042
Sub-Saharan Africa;5609
Middle East and North Africa;9769
Europe;3963
Central America and the Caribbean;8666
Sub-Saharan Africa;1383
Central America and the Caribbean;1649
Europe;6032
Sub-Saharan Africa;3131
Central America and the Caribbean;8575
Sub-Saharan Africa;25
Europe;2175
Sub-Saharan Africa;1748
Europe;2498
Middle East and North Africa;211
Europe;7706
Europe;9830
Europe;8464
Europe;7518
Europe;7936
Sub-Saharan Africa;2690
Europe;1786
Europe;7260
Sub-Saharan Africa;8179
Europe;5641
North America;7777
Australia and Oceania;4748
Europe;3746
Sub-Saharan Africa;3994
Europe;1749
Europe;5295
Asia;9950
Middle East and North Africa;3063
Middle East and North Africa;9014
Asia;4213
Central America and the Caribbean;2104
Asia;8160
Europe;4885
Europe;6816
Middle East and North Africa;5521
Sub-Saharan Africa;4597
North America;4675
Sub-Saharan Africa;8416
Europe;5512
Sub-Saharan Africa;7687
Sub-Saharan Africa;3695
Sub-Saharan Africa;4324
North America;7390
Europe;2742
Australia and Oceania;7259
North America;9854
Asia;6468
Middle East and North Africa;5075
Asia;679
Central America and the Caribbean;318
Europe;8058
Europe;9998
Central America and the Caribbean;9268
Europe;1028
Sub-Saharan Africa;7473
Central America and the Caribbean;2824
Asia;8337
Europe;7298
Sub-Saharan Africa;25
Asia;8865
Sub-Saharan Africa;3200
Sub-Saharan Africa;4439
Sub-Saharan Africa;1027
Middle East and North Africa;3435
Middle East and North Africa;9169
Asia;7765
Europe;5790
Central America and the Caribbean;1844
Sub-Saharan Africa;1556
Sub-Saharan Africa;2587
Europe;9629
Europe;9407
Sub-Saharan Africa;5674
Asia;4218
Australia and Oceania;7855
Middle East and North Africa;1434
Sub-Saharan Africa;6836
Central America and the Caribbean;7970
Asia;5781
Europe;3240
Australia and Oceania;353
Central America and the Caribbean;9157
Asia;8718
Asia;136
Australia and Oceania;1540
Central America and the Caribbean;3090
Central America and the Caribbean;1981
Asia;7435
Asia;5707
Australia and Oceania;5083
Sub-Saharan Africa;881
Sub-Saharan Africa;449
Sub-Saharan Africa;8167
Asia;447
Europe;730
Middle East and North Africa;4491
Europe;4234
Europe;4495
Sub-Saharan Africa;6842
Asia;4873
Middle East and North Africa;9218
Middle East and North Africa;2539
Australia and Oceania;4528
Sub-Saharan Africa;6908
Australia and Oceania;8434
Asia;9893
Central America and the Caribbean;9102
Sub-Saharan Africa;5908
Sub-Saharan Africa;7194
Europe;1868
Middle East and North Africa;5875
Asia;7187
Middle East and North Africa;809
Europe;3778
Asia;160
Central America and the Caribbean;6055
Central America and the Caribbean;4593
Central America and the Caribbean;934
Central America and the Caribbean;7270
Europe;7827
Europe;3857
Europe;8649
Middle East and North Africa;2518
Asia;7813
Sub-Saharan Africa;3916
Europe;2235
Europe;1215
Australia and Oceania;1328
Central America and the Caribbean;80
North America;7006
Europe;8674
Europe;3683
Australia and Oceania;7662
Central America and the Caribbean;8273
Central America and the Caribbean;208
Asia;191
Europe;1976
Australia and Oceania;1349
Central America and the Caribbean;1129
Australia and Oceania;6164
Asia;8333
Sub-Saharan Africa;1547
Sub-Saharan Africa;6750
Sub-Saharan Africa;6915
Sub-Saharan Africa;2046
Sub-Saharan Africa;4179
Europe;2383
Sub-Saharan Africa;7756
Europe;8427
Europe;4558
Sub-Saharan Africa;3341
Europe;4000
Sub-Saharan Africa;2789
Central America and the Caribbean;7996
Sub-Saharan Africa;4936
Europe;959
Europe;445
Middle East and North Africa;9805
Europe;2481
Europe;3947
Middle East and North Africa;6707
Europe;5298
Middle East and North Africa;1288
Central America and the Caribbean;8274
Asia;6887
Sub-Saharan Africa;9788
North America;6669
Australia and Oceania;9255
Asia;6298
North America;8587
Sub-Saharan Africa;3938
Asia;2200
Sub-Saharan Africa;253
Middle East and North Africa;7008
Europe;8407
Middle East and North Africa;2424
Europe;4064
Middle East and North Africa;362
Sub-Saharan Africa;5388
Sub-Saharan Africa;5238
Central America and the Caribbean;3043
Sub-Saharan Africa;3964
Europe;193
Europe;5954
Sub-Saharan Africa;2503
Central America and the Caribbean;3124
Central America and the Caribbean;8136
Middle East and North Africa;9886
Asia;7756
Sub-Saharan Africa;3156
Sub-Saharan Africa;4528
Sub-Saharan Africa;2346
Asia;4116
Asia;9372
Europe;4683
Europe;8647
Europe;6893
Central America and the Caribbean;7084
Sub-Saharan Africa;3912
Sub-Saharan Africa;4100
Australia and Oceania;1402
Sub-Saharan Africa;1606
Europe;7528
Sub-Saharan Africa;4018
Europe;2955
Europe;8249
Europe;845
Europe;3714
Europe;6863
Middle East and North Africa;2327
Sub-Saharan Africa;9173
Central America and the Caribbean;8501
Asia;8440
Asia;9151
Europe;7826
Australia and Oceania;3690
Sub-Saharan Africa;2997
Europe;4034
Sub-Saharan Africa;2117
Sub-Saharan Africa;4595
Asia;5848
Europe;2288
Europe;7357
Sub-Saharan Africa;6527
Middle East and North Africa;2305
North America;9227
Sub-Saharan Africa;8859
Asia;4800
Sub-Saharan Africa;7681
Europe;162
Middle East and North Africa;1936
Middle East and North Africa;4726
Asia;7287
Asia;406
Asia;1900
Europe;1617
Central America and the Caribbean;6437
Asia;5272
Sub-Saharan Africa;4064
Middle East and North Africa;786
Sub-Saharan Africa;443
Asia;72
Sub-Saharan Africa;3740
Asia;7545
Sub-Saharan Africa;4618
Middle East and North Africa;119
Europe;6241
Europe;7207
Asia;4273
Sub-Saharan Africa;724
Middle East and North Africa;6879
Europe;5085
Europe;4722
Central America and the Caribbean;7202
Europe;966
Central America and the Caribbean;6490
Central America and the Caribbean;1277
Sub-Saharan Africa;4863
Europe;3816
Europe;6735
Central America and the Caribbean;9250
Sub-Saharan Africa;9021
Australia and Oceania;741
Europe;1134
Central America and the Caribbean;3954
Sub-Saharan Africa;4988
Asia;7053
Sub-Saharan Africa;4997
Asia;701
Sub-Saharan Africa;8076
Europe;8064
Australia and Oceania;3639
Middle East and North Africa;4805
Central America and the Caribbean;3599
Asia;9088
Europe;2371
Central America and the Caribbean;1577
Australia and Oceania;6868
Sub-Saharan Africa;5436
Europe;6505
Sub-Saharan Africa;6330
Asia;3196
Sub-Saharan Africa;2422
Central America and the Caribbean;1355
Sub-Saharan Africa;4376
Central America and the Caribbean;7896
Central America and the Caribbean;5357
Middle East and North Africa;2233
Europe;1029
Sub-Saharan Africa;6280
Europe;9555
Sub-Saharan Africa;4451
Sub-Saharan Africa;1600
Sub-Saharan Africa;3661
Australia and Oceania;327
Europe;3323
Europe;1402
Central America and the Caribbean;5350
Europe;2987
Sub-Saharan Africa;4159
Central America and the Caribbean;5747
Asia;6662
Asia;2846
Europe;2273
Asia;9948
Australia and Oceania;2907
Sub-Saharan Africa;5217
Europe;2978
Sub-Saharan Africa;9318
Europe;9399
Europe;5413
Europe;1585
Central America and the Caribbean;9168
Middle East and North Africa;1450
Sub-Saharan Africa;8747
Central America and the Caribbean;3408
Central America and the Caribbean;4812
Europe;4372
Asia;530
North America;3758
Middle East and North Africa;1562
Europe;3479
Sub-Saharan Africa;6075
Central America and the Caribbean;7949
Asia;4731
Sub-Saharan Africa;4082
Middle East and North Africa;695
Middle East and North Africa;1293
Europe;9630
Australia and Oceania;1494
Sub-Saharan Africa;9702
Sub-Saharan Africa;9102
Central America and the Caribbean;1573
Middle East and North Africa;1028
Middle East and North Africa;8409
Central America and the Caribbean;6688
Asia;5872
Asia;7996
Central America and the Caribbean;2128
Middle East and North Africa;9366
Europe;7840
Sub-Saharan Africa;7711
Europe;6172
Asia;2446
Sub-Saharan Africa;2788
Australia and Oceania;5484
Sub-Saharan Africa;5853
Europe;1241
Central America and the Caribbean;6030
Sub-Saharan Africa;6630
Sub-Saharan Africa;6483
Central America and the Caribbean;1064
Europe;2877
Australia and Oceania;6459
Middle East and North Africa;3376
Europe;7228
Central America and the Caribbean;8644
Central America and the Caribbean;285
Sub-Saharan Africa;1844
Sub-Saharan Africa;5044
Central America and the Caribbean;8641
Middle East and North Africa;3420
Sub-Saharan Africa;7198
Europe;9826
Sub-Saharan Africa;8181
Middle East and North Africa;1176
Central America and the Caribbean;4753
Central America and the Caribbean;6885
Europe;2578
Australia and Oceania;8867
Sub-Saharan Africa;9820
Sub-Saharan Africa;1535
Asia;7143
Australia and Oceania;1804
Europe;7711
Europe;9088
Asia;7189
Central America and the Caribbean;5300
Europe;3740
Sub-Saharan Africa;4856
Sub-Saharan Africa;8028
Middle East and North Africa;4668
Sub-Saharan Africa;3218
Europe;4151
Australia and Oceania;4973
Middle East and North Africa;5220
Australia and Oceania;1459
Sub-Saharan Africa;2288
North America;3337
Asia;2268
North America;3774
Asia;4577
Asia;8432
Asia;1126
Sub-Saharan Africa;5476
Sub-Saharan Africa;6331
Middle East and North Africa;5570
Sub-Saharan Africa;7105
Middle East and North Africa;1878
Europe;2863
Asia;64
Central America and the Caribbean;5519
Asia;8293
Middle East and North Africa;9486
Asia;7227
Sub-Saharan Africa;1678
Sub-Saharan Africa;32
Central America and the Caribbean;1511
Sub-Saharan Africa;2371
Sub-Saharan Africa;897
Asia;2408
Middle East and North Africa;4252
Europe;808
Middle East and North Africa;8488
Australia and Oceania;734
Middle East and North Africa;3020
Central America and the Caribbean;7851
Middle East and North Africa;9762
Australia and Oceania;322
Asia;3129
Sub-Saharan Africa;8812
Europe;34
Central America and the Caribbean;6485
Asia;9891
Australia and Oceania;9005
Sub-Saharan Africa;4614
Asia;4535
Australia and Oceania;8617
Sub-Saharan Africa;3741
Europe;8816
Asia;9785
Sub-Saharan Africa;4622
Sub-Saharan Africa;8332
Asia;7952
Sub-Saharan Africa;7547
Europe;3217
Europe;8093
Europe;7334
Central America and the Caribbean;3134
Central America and the Caribbean;9715
Sub-Saharan Africa;8334
Australia and Oceania;2276
Asia;1858
Middle East and North Africa;9429
Europe;4369
Asia;8089
Europe;9031
North America;7670
Central America and the Caribbean;1509
Asia;86
Europe;9967
Asia;9751
Asia;5069
Europe;3580
Sub-Saharan Africa;9978
Australia and Oceania;986
Asia;359
Europe;3883
